id	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
barcode12_2038061-1.fasta	contig00002	498489	499512	-	sipD	1-1032/1032	========/======	2/10	99.13	90.13	vfdb	NP_461804	(sipD) type III secretion system hydrophilic translocator needle tip protein SipD [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	499583	500811	-	sipC/sspC	1-1230/1230	========/======	3/3	99.84	99.03	vfdb	NP_461805	(sipC/sspC) type III secretion system hydrophilic translocator pore protein SipC [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	500839	502622	-	sipB/sspB	1-1782/1782	========/======	1/2	100.00	99.44	vfdb	NP_461806	(sipB/sspB) type III secretion system hydrophilic translocator pore protein SipB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	502625	503122	-	sicA	1-498/498	===============	0/0	100.00	99.40	vfdb	NP_461807	(sicA) chaparone for SipC and SipB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	503260	504330	-	spaS	1-1071/1071	===============	0/0	100.00	99.25	vfdb	NP_461808	(spaS) type III secretion system export apparatus switch protein SpaS [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	504317	505107	-	spaR	1-792/792	========/======	1/1	99.87	98.74	vfdb	NP_461809	(spaR) type III secretion system minor export apparatus protein SpaR [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	505111	505371	-	spaQ	1-261/261	===============	0/0	100.00	99.23	vfdb	NP_461810	(spaQ) type III secretion system minor export apparatus protein SpaQ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	505397	506071	-	spaP	1-675/675	===============	0/0	100.00	98.67	vfdb	NP_461811	(spaP) type III secretion system minor export apparatus protein SpaP [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	506061	506974	-	spaO	1-912/912	========/======	4/4	99.89	98.25	vfdb	NP_461812	(spaO) type III secretion system C ring protein SpaO [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	506974	507985	-	invJ	1-1011/1011	========/======	3/3	99.90	98.62	vfdb	NP_461813	(invJ) type III secretion system needle length regulator InvJ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	507985	508427	-	invI	1-444/444	========/======	3/3	99.55	98.88	vfdb	NP_461814	(invI) type III secretion system stalk protein InvI [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	508405	509708	-	invC	1-1296/1296	========/======	9/12	99.85	97.70	vfdb	NP_461815	(invC) type III secretion system ATPase InvC [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	509705	510116	-	invB	1-408/408	========/======	4/8	99.51	96.86	vfdb	NP_461816	(invB) type III secretion system protein InvB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	510140	512189	-	invA	1-2058/2058	========/======	8/8	99.61	98.54	vfdb	NP_461817	(invA) type III secretion system major export apparatus protein InvA [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	512214	513332	-	invE	1-1119/1119	========/======	2/2	99.91	98.75	vfdb	NP_461818	(invE) type III secretion system gatekeeper invE [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	513329	515015	-	invG	1-1689/1689	========/======	4/6	99.76	98.40	vfdb	NP_461819	(invG) type III secretion system secretin invG [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	515012	515662	-	invF	1-651/651	===============	0/0	100.00	99.39	vfdb	NP_461820	(invF) type III secretion system regulatory protein InvF [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	516120	516564	+	invH	1-444/444	========/======	1/1	100.00	98.20	vfdb	NP_461821	(invH) type III secretion system pilotin invG [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	102837	105029	+	sinH	1-2193/2193	===============	0/0	100.00	97.81	vfdb	NP_461452	(sinH) intimin-like protein [SinH (VF0400)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	366819	367772	-	sseL	1-954/954	===============	0/0	100.00	95.91	vfdb	NP_461229	(sseL) type III secretion system effector SseL deubiquitinase [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	612280	614627	-	sopA	1-2349/2349	========/======	1/1	99.96	98.51	vfdb	NP_461011	(sopA) type III secretion system effector SopA E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	727957	728791	-	csgG	1-834/834	========/======	1/1	100.00	99.40	vfdb	NP_460110	(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	728818	729234	-	csgF	1-417/417	===============	0/0	100.00	99.52	vfdb	NP_460111	(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	729261	729656	-	csgE	1-396/396	===============	0/0	100.00	99.50	vfdb	NP_460112	(csgE) curli production assembly/transport protein CsgE [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	729661	730311	-	csgD	1-651/651	===============	0/0	100.00	99.08	vfdb	NP_460113	(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	731070	731525	+	csgB	1-456/456	===============	0/0	100.00	100.00	vfdb	NP_460114	(csgB) minor curlin subunit precursor curli nucleator protein CsgB [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	731567	732022	+	csgA	1-456/456	===============	0/0	100.00	99.56	vfdb	NP_460115	(csgA) curlin major subunit CsgA [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	732083	732409	+	csgC	1-327/327	===============	0/0	100.00	100.00	vfdb	NP_460116	(csgC) curli assembly protein CsgC [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	809753	810761	-	sifA	1-1011/1011	========/======	4/4	99.70	95.75	vfdb	NP_460194	(sifA) type III secretion system effector SifA N-terminal SKIP-binding domain C-terminal guanine nucleotide exchange factor activity [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	980636	981035	+	spiC/ssaB	1-402/402	========/======	5/8	98.76	97.53	vfdb	NP_460358	(spiC/ssaB) type III secretion system protein SsaB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	981037	982530	+	ssaC	1-1494/1494	===============	0/0	100.00	98.66	vfdb	NP_460359	(ssaC) type III secretion system secretin SsaC [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	982511	983719	+	ssaD	1-1212/1212	========/======	3/3	99.75	98.10	vfdb	NP_460360	(ssaD) type III secretion system outer MS ring protein SsaD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	983727	983970	+	ssaE	1-243/243	========/======	1/1	100.00	97.95	vfdb	NP_460361	(ssaE) chaperone for sseB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	984234	984558	+	sseA	1-327/327	========/======	7/8	98.47	97.27	vfdb	NP_460362	(sseA) chaperone for sseB and sseD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	984565	985154	+	sseB	1-591/591	========/======	3/3	99.66	95.44	vfdb	NP_460363	(sseB) type III secretion system effector SseB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	985151	985622	+	sscA	1-474/474	========/======	3/4	99.37	96.42	vfdb	NP_460364	(sscA) chaperone for sseC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	985625	987076	+	sseC	1-1455/1455	========/======	2/3	99.79	95.88	vfdb	NP_460365	(sseC) type III secretion system hydrophilic translocator pore protein SseC [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	987092	987678	+	sseD	1-588/588	========/======	1/1	99.83	96.09	vfdb	NP_460366	(sseD) type III secretion system hydrophilic translocator pore protein SseD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	987681	988097	+	sseE	1-417/417	========/======	2/2	99.76	98.80	vfdb	NP_460367	(sseE) type III secretion system effector SseE [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	988149	988584	+	sscB	1-435/435	========/======	1/1	100.00	99.31	vfdb	NP_460368	(sscB) chaperone for sseF [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	988600	989382	+	sseF	1-783/783	========/======	2/2	99.87	97.70	vfdb	NP_460369	(sseF) type III secretion system effector SseF [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	989379	990069	+	sseG	1-690/690	========/======	1/1	100.00	97.39	vfdb	NP_460370	(sseG) type III secretion system effector SseG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	990163	990378	+	ssaG	1-216/216	===============	0/0	100.00	99.54	vfdb	NP_460371	(ssaG) type III secretion system needle filament protein SsaG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	990419	990646	+	ssaH	1-228/228	===============	0/0	100.00	98.25	vfdb	NP_460372	(ssaH) type III secretion system protein SsaH [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	990658	990906	+	ssaI	1-249/249	===============	0/0	100.00	97.99	vfdb	NP_460373	(ssaI) type III secretion system inner rod protein SsaI [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	990903	991651	+	ssaJ	1-750/750	========/======	1/1	99.87	98.53	vfdb	NP_460374	(ssaJ) type III secretion system inner MS ring protein SsaJ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	992214	992888	+	ssaK	1-675/675	===============	0/0	100.00	99.11	vfdb	NP_460376	(ssaK) type III secretion system stator SsaK [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	992854	993869	+	ssaL	1-1017/1017	========/======	1/1	99.90	98.62	vfdb	NP_460377	(ssaL) type III secretion system gatekeeper SsaL [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	993927	994295	+	ssaM	1-369/369	===============	0/0	100.00	97.83	vfdb	NP_460378	(ssaM) type III secretion system protein SsaM [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	994280	996325	+	ssaV	1-2046/2046	========/======	2/2	99.95	98.63	vfdb	NP_460379	(ssaV) type III secretion system major export apparatus protein ssaV [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	996315	997618	+	ssaN	1-1302/1302	========/======	2/2	100.00	98.62	vfdb	NP_460380	(ssaN) type III secretion system ATPase SsaN [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	997621	997998	+	ssaO	1-378/378	===============	0/0	100.00	99.47	vfdb	NP_460381	(ssaO) type III secretion system stalk protein SsaO [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	997979	998353	+	ssaP	1-375/375	========/======	2/2	99.73	98.14	vfdb	NP_460382	(ssaP) type III secretion system needle length regulator SsaP [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	998334	999300	+	ssaQ	1-969/969	========/======	2/2	99.79	98.35	vfdb	NP_460383	(ssaQ) type III secretion system C ring protein SsaQ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	999368	1000016	+	ssaR	1-648/648	========/======	1/1	100.00	99.54	vfdb	NP_460384	(ssaR) type III secretion system minor export apparatus protein SsaR [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1000013	1000279	+	ssaS	1-267/267	===============	0/0	100.00	99.62	vfdb	NP_460385	(ssaS) type III secretion system minor export apparatus protein SsaS [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1000280	1001059	+	ssaT	1-780/780	===============	0/0	100.00	98.46	vfdb	NP_460386	(ssaT) type III secretion system minor export apparatus protein SsaT [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1001056	1002115	+	ssaU	1-1059/1059	========/======	1/1	100.00	99.06	vfdb	NP_460387	(ssaU) type III secretion system export apparatus switch protein SsaU [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1172900	1173532	-	steA	1-633/633	===============	0/0	100.00	94.47	vfdb	NP_460542	(steA) type III secretion system effector SteA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1195559	1196509	+	sifB	1-951/951	========/======	2/2	99.89	96.11	vfdb	NP_460561	(sifB) type III secretion system effector SifB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1227730	1228132	+	steB	1-402/402	========/======	1/1	100.00	98.51	vfdb	AAL20547	(steB) type III secretion system effector SteB [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1229390	1230614	+	sseJ	1-1227/1227	========/======	2/2	99.84	96.58	vfdb	NP_460590	(sseJ) type III secretion system effector SseJ glycerophospholipid:cholesterol acyltransferase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1302277	1303647	-	steC	1-1374/1374	========/======	2/3	99.78	95.92	vfdb	NP_460656	(steC) type III secretion system effector SteC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1466627	1467349	-	sopE2	1-723/723	===============	0/0	100.00	97.09	vfdb	NP_460811	(sopE2) type III secretion system effector SopE2 guanine nucleotide exchange factor [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1679094	1680780	+	sopB/sigD	1-1686/1686	========/======	1/1	100.00	97.75	vfdb	NP_460064	(sopB/sigD) type III secretion system effector SopB phosphoinositide phosphatase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1682119	1682996	+	pipB	1-876/876	========/======	2/2	100.00	98.29	vfdb	NP_460061	(pipB) type III secretion system effector PipB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1697421	1698479	+	ompA	1-1041/1041	========/======	1/18	100.00	88.86	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
barcode7_2037399-4.fasta	contig00001	1758592	1759551	-	sopD2	1-960/960	===============	0/0	100.00	92.92	vfdb	NP_459947	(sopD2) type III secretion system effector SopD2 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	1896149	1898444	-	slrP	1-2298/2298	========/======	3/4	99.87	96.91	vfdb	NP_459778	(slrP) type III secretion system effector SlrP E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	2093060	2093787	-	entA	16-743/747	===============	0/0	97.46	80.77	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
barcode7_2037399-4.fasta	contig00001	2093818	2094668	-	entB	1-851/858	===============	0/0	99.18	80.49	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
barcode7_2037399-4.fasta	contig00001	2101248	2102156	+	fepG	85-993/993	.==============	0/0	91.54	80.64	vfdb	NP_752607	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
barcode7_2037399-4.fasta	contig00001	2102153	2102940	+	fepC	1-788/816	========/======	2/2	96.45	80.48	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
barcode7_2037399-4.fasta	contig00001	2135974	2136492	-	fimF	1-519/519	===============	0/0	100.00	98.84	vfdb	NP_459543	(fimF) type I fimbriae adaptor protein FimF [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	2136502	2137509	-	fimH	1-1008/1008	===============	0/0	100.00	98.11	vfdb	NP_459542	(fimH) type I fimbriae minor fimbrial subunit FimH adhesin [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	2137524	2140136	-	fimD	1-2613/2613	===============	0/0	100.00	98.58	vfdb	NP_459541	(fimD) usher protein FimD [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	2140167	2140859	-	fimC	1-693/693	===============	0/0	100.00	98.70	vfdb	NP_459540	(fimC) chaperone protein FimC [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	2140903	2141436	-	fimI	1-534/534	===============	0/0	100.00	99.25	vfdb	NP_459539	(fimI) fimbrial protein internal segment [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	3267909	3268920	-	sseK1	1-1011/1011	========/======	1/1	100.00	98.91	vfdb	NP_463026	(sseK1) type III secretion system effector SseK1 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	3673191	3673887	+	mgtC	1-696/696	========/======	1/1	100.00	98.28	vfdb	NP_462663	(mgtC) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	3674107	3676834	+	mgtB	1-2727/2727	========/======	1/1	100.00	98.90	vfdb	NP_462662	(mgtB) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	3680767	3683634	-	misL	1-2868/2868	===============	0/0	100.00	98.40	vfdb	NP_462656	(misL) putative autotransporter [MisL (VF0397)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	3817524	3818060	+	lpfA	1-537/537	===============	0/0	100.00	96.65	vfdb	NP_462541	(lpfA) long polar fimbria protein LpfA [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	3818145	3818843	+	lpfB	1-699/699	===============	0/0	100.00	98.86	vfdb	NP_462540	(lpfB) long polar fimbrial chaperone protein LpfB [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	3818866	3821391	+	lpfC	1-2529/2529	========/======	2/3	99.88	98.46	vfdb	NP_462539	(lpfC) long polar fimbrial usher protein LpfC [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	3822476	3823003	+	lpfE	1-528/528	===============	0/0	100.00	99.43	vfdb	NP_462537	(lpfE) long polar fimbrial minor subunit LpfE adhesin [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4562305	4563259	-	sopD	1-954/954	========/======	3/3	99.90	98.33	vfdb	NP_461866	(sopD) type III secretion system effector SopD [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4606786	4607229	-	invH	1-444/444	===============	0/0	100.00	98.65	vfdb	NP_461821	(invH) type III secretion system pilotin invG [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4607686	4608336	+	invF	1-651/651	===============	0/0	100.00	99.54	vfdb	NP_461820	(invF) type III secretion system regulatory protein InvF [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4608333	4610020	+	invG	1-1689/1689	========/======	1/1	99.94	99.35	vfdb	NP_461819	(invG) type III secretion system secretin invG [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4610017	4611136	+	invE	1-1119/1119	========/======	1/1	100.00	99.38	vfdb	NP_461818	(invE) type III secretion system gatekeeper invE [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4611161	4613218	+	invA	1-2058/2058	===============	0/0	100.00	99.76	vfdb	NP_461817	(invA) type III secretion system major export apparatus protein InvA [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4613242	4613649	+	invB	1-408/408	===============	0/0	100.00	99.27	vfdb	NP_461816	(invB) type III secretion system protein InvB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4613646	4614941	+	invC	1-1296/1296	===============	0/0	100.00	99.38	vfdb	NP_461815	(invC) type III secretion system ATPase InvC [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4614919	4615363	+	invI	1-444/444	========/======	1/1	100.00	98.88	vfdb	NP_461814	(invI) type III secretion system stalk protein InvI [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4615363	4616374	+	invJ	1-1011/1011	========/======	1/1	100.00	99.21	vfdb	NP_461813	(invJ) type III secretion system needle length regulator InvJ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4616374	4617285	+	spaO	1-912/912	===============	0/0	100.00	99.12	vfdb	NP_461812	(spaO) type III secretion system C ring protein SpaO [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4617275	4617949	+	spaP	1-675/675	===============	0/0	100.00	99.11	vfdb	NP_461811	(spaP) type III secretion system minor export apparatus protein SpaP [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode7_2037399-4.fasta	contig00001	4617975	4618235	+	spaQ	1-261/261	===============	0/0	100.00	100.00	vfdb	NP_461810	(spaQ) type III secretion system minor export apparatus protein SpaQ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
